CustomerID,Country,Recency,Frequency,Monetary,AOV,NumItems,NumProducts,Tenure,AvgInterpurchase,R_score,F_score,M_score,RFM_Segment,KMeans_Cluster,Cluster_Label,Churn_real,Churn_prob,Churn_pred,Status_Risc
15793,United Kingdom,85,6,1740.6,290.1,1324,9,554,92.3,4,4,4,Champions,3,High-Value,0,0.3792,0,Medium Risk
15794,United Kingdom,552,2,777.0,388.5,288,15,553,276.5,1,3,3,At Risk,2,Mid-Value,1,0.7524,1,High Risk
15795,United Kingdom,246,7,1369.8600000000001,195.69,830,74,507,72.4,2,5,4,At Risk,3,High-Value,0,0.6923,1,High Risk
15796,United Kingdom,4,13,3713.19,285.63,1286,131,434,33.4,5,5,5,Champions,1,VIP,0,0.0354,0,Low Risk
15797,United Kingdom,30,4,2438.88,609.72,1136,10,497,124.2,4,4,4,Champions,3,High-Value,0,0.3822,0,Medium Risk
15798,United Kingdom,309,3,1535.37,511.79,915,73,498,166.0,1,3,4,At Risk,3,High-Value,1,0.5936,1,Medium Risk
15799,United Kingdom,1,3,1021.39,340.46,926,91,234,78.0,5,3,3,Loyal Customers,3,High-Value,0,0.3105,0,Low Risk
15800,United Kingdom,63,6,788.0,131.33,361,110,434,72.3,4,4,3,Champions,3,High-Value,0,0.3373,0,Medium Risk
15803,United Kingdom,261,3,1513.84,504.61,740,42,492,164.0,2,3,4,At Risk,3,High-Value,0,0.6499,1,Medium Risk
15804,United Kingdom,15,1,525.36,525.36,314,34,15,15.0,5,1,2,New Customers,0,Occasional,0,0.3323,0,Medium Risk
15805,United Kingdom,2,20,7365.17,368.26,4499,253,545,27.2,5,5,5,Champions,1,VIP,0,0.0086,0,Low Risk
15806,United Kingdom,93,1,300.36,300.36,274,16,93,93.0,3,1,2,Potential Loyalist,0,Occasional,0,0.4807,0,Medium Risk
15807,United Kingdom,224,2,913.62,456.81,1102,40,482,241.0,2,3,3,At Risk,0,Occasional,0,0.5904,1,Medium Risk
15808,United Kingdom,122,21,18409.93,876.66,7229,348,554,26.4,3,5,5,Loyal Customers,1,VIP,1,0.3766,0,Medium Risk
15809,United Kingdom,0,6,1157.88,192.98,650,45,351,58.5,5,4,4,Champions,3,High-Value,0,0.3461,0,Medium Risk
15810,United Kingdom,48,6,2461.18,410.2,1322,76,489,81.5,4,4,4,Champions,3,High-Value,0,0.0979,0,Low Risk
15811,United Kingdom,22,5,2873.14,574.63,1271,160,204,40.8,5,4,5,Champions,3,High-Value,0,0.0712,0,Low Risk
15812,United Kingdom,5,10,4454.55,445.46,3127,83,540,54.0,5,5,5,Champions,1,VIP,0,0.0388,0,Low Risk
15813,United Kingdom,24,2,1303.9099999999999,651.95,603,40,56,28.0,5,3,4,Loyal Customers,3,High-Value,1,0.3059,0,Low Risk
15814,United Kingdom,209,2,689.11,344.56,457,23,419,209.5,2,3,3,At Risk,0,Occasional,0,0.443,0,Medium Risk
15815,United Kingdom,28,3,1394.08,464.69,1068,12,76,25.3,5,3,4,Loyal Customers,3,High-Value,0,0.165,0,Low Risk
15816,United Kingdom,358,2,144.14999999999998,72.07,54,11,358,179.0,1,3,1,At Risk,2,Mid-Value,1,0.8172,1,High Risk
15817,United Kingdom,237,3,2766.4,922.13,1596,133,359,119.7,2,3,5,At Risk,3,High-Value,1,0.3939,0,Medium Risk
15818,United Kingdom,404,1,340.5,340.5,284,11,404,404.0,1,1,2,Hibernating / Lost,2,Mid-Value,1,0.9163,1,High Risk
15819,United Kingdom,15,8,3206.48,400.81,2485,162,448,56.0,5,5,5,Champions,1,VIP,0,0.088,0,Low Risk
15820,United Kingdom,136,1,206.98,206.98,128,17,136,136.0,3,1,1,Potential Loyalist,0,Occasional,1,0.7323,1,High Risk
15822,United Kingdom,175,5,1394.79,278.96,735,34,549,109.8,3,4,4,Loyal Customers,3,High-Value,0,0.475,0,Medium Risk
15823,United Kingdom,545,2,3867.17,1933.58,1773,154,547,273.5,1,3,5,At Risk,2,Mid-Value,1,0.7233,1,High Risk
15824,United Kingdom,269,2,890.94,445.47,478,24,348,174.0,2,3,3,At Risk,0,Occasional,1,0.5524,1,Medium Risk
15826,United Kingdom,27,2,1663.97,831.98,1349,66,384,192.0,5,3,4,Loyal Customers,3,High-Value,0,0.4131,0,Medium Risk
15827,United Kingdom,31,23,2869.67,124.77,1311,90,517,22.5,4,5,5,Champions,1,VIP,0,0.1121,0,Low Risk
15828,United Kingdom,191,1,1108.82,1108.82,367,74,191,191.0,3,1,4,Potential Loyalist,0,Occasional,1,0.7715,1,High Risk
15831,United Kingdom,140,1,309.94,309.94,308,17,140,140.0,3,1,2,Potential Loyalist,0,Occasional,0,0.7644,1,High Risk
15832,United Kingdom,70,1,836.79,836.79,465,54,70,70.0,4,1,3,New Customers,0,Occasional,1,0.3676,0,Medium Risk
15833,United Kingdom,554,1,80.4,80.4,24,5,554,554.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.897,1,High Risk
15834,United Kingdom,93,5,2818.11,563.62,1262,244,240,48.0,3,4,5,Loyal Customers,3,High-Value,0,0.1588,0,Low Risk
15835,United Kingdom,76,2,488.31,244.16,243,25,147,73.5,4,3,2,Loyal Customers,0,Occasional,0,0.5236,1,Medium Risk
15837,United Kingdom,302,1,385.03000000000003,385.03,216,28,302,302.0,1,1,2,Hibernating / Lost,2,Mid-Value,0,0.872,1,High Risk
15838,United Kingdom,7,22,48728.799999999996,2214.95,50644,44,541,24.6,5,5,5,Champions,1,VIP,0,0.0783,0,Low Risk
15841,United Kingdom,34,7,2131.61,304.52,1815,47,546,78.0,4,5,4,Champions,3,High-Value,0,0.0828,0,Low Risk
15842,United Kingdom,209,2,548.8,274.4,296,24,344,172.0,2,3,3,At Risk,0,Occasional,1,0.6398,1,Medium Risk
15843,United Kingdom,120,1,118.95000000000002,118.95,27,8,120,120.0,3,1,1,Potential Loyalist,0,Occasional,1,0.7593,1,High Risk
15845,United Kingdom,27,6,2251.67,375.28,896,77,498,83.0,5,4,4,Champions,3,High-Value,0,0.1847,0,Low Risk
15846,United Kingdom,201,1,107.01,107.01,79,27,201,201.0,2,1,1,Hibernating / Lost,0,Occasional,1,0.8515,1,High Risk
15847,United Kingdom,104,4,613.98,153.5,542,28,458,114.5,3,4,3,Loyal Customers,3,High-Value,0,0.4006,0,Medium Risk
15848,United Kingdom,438,1,139.94,139.94,46,34,438,438.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.8221,1,High Risk
15850,United Kingdom,193,4,819.87,204.97,1077,197,542,135.5,3,4,3,Loyal Customers,3,High-Value,0,0.3583,0,Medium Risk
15851,United Kingdom,343,1,109.73,109.73,67,8,343,343.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.9254,1,High Risk
15852,United Kingdom,3,3,257.26,85.75,60,31,343,114.3,5,3,1,Loyal Customers,0,Occasional,1,0.4588,0,Medium Risk
15854,United Kingdom,20,15,4193.55,279.57,1345,134,546,36.4,5,5,5,Champions,1,VIP,0,0.0441,0,Low Risk
15855,United Kingdom,0,5,815.1700000000001,163.03,561,64,292,58.4,5,4,3,Champions,3,High-Value,0,0.3237,0,Low Risk
15856,United Kingdom,20,33,24772.24,750.67,13409,231,552,16.7,5,5,5,Champions,1,VIP,0,0.0182,0,Low Risk
15857,United Kingdom,246,1,273.48,273.48,276,10,246,246.0,2,1,2,Hibernating / Lost,0,Occasional,0,0.6725,1,High Risk
15858,United Kingdom,105,10,3337.7400000000002,333.77,2477,231,546,54.6,3,5,5,Loyal Customers,1,VIP,0,0.1121,0,Low Risk
15859,United Kingdom,248,1,438.46,438.46,174,22,248,248.0,2,1,2,Hibernating / Lost,0,Occasional,1,0.8377,1,High Risk
15860,United Kingdom,49,12,1945.76,162.15,1079,191,550,45.8,4,5,4,Champions,1,VIP,0,0.1375,0,Low Risk
15861,United Kingdom,83,6,1950.61,325.1,1873,265,496,82.7,4,4,4,Champions,3,High-Value,0,0.1305,0,Low Risk
15862,United Kingdom,20,11,2581.27,234.66,1449,366,539,49.0,5,5,5,Champions,1,VIP,0,0.093,0,Low Risk
15863,United Kingdom,9,4,299.06,74.76,147,58,539,134.8,5,4,2,Champions,0,Occasional,0,0.3247,0,Low Risk
15864,United Kingdom,132,2,486.86,243.43,404,9,197,98.5,3,3,2,Loyal Customers,0,Occasional,0,0.5718,1,Medium Risk
15865,United Kingdom,30,3,1667.72,555.91,957,99,519,173.0,4,3,4,Loyal Customers,3,High-Value,0,0.5021,1,Medium Risk
15867,United Kingdom,12,25,6957.97,278.32,3961,451,541,21.6,5,5,5,Champions,1,VIP,0,0.0083,0,Low Risk
15868,United Kingdom,399,1,94.53,94.53,57,4,399,399.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.8927,1,High Risk
15869,United Kingdom,93,3,323.65999999999997,107.89,274,29,442,147.3,3,3,2,Loyal Customers,0,Occasional,1,0.4766,0,Medium Risk
15870,United Kingdom,213,3,508.52,169.51,173,61,262,87.3,2,3,2,At Risk,0,Occasional,0,0.6247,1,Medium Risk
15871,United Kingdom,253,1,33.099999999999994,33.1,5,5,253,253.0,2,1,1,Hibernating / Lost,0,Occasional,1,0.8547,1,High Risk
15872,United Kingdom,195,2,434.75,217.38,294,70,366,183.0,3,3,2,Loyal Customers,0,Occasional,0,0.6988,1,High Risk
15873,United Kingdom,316,4,313.91999999999996,78.48,1152,3,317,79.2,1,4,2,At Risk,2,Mid-Value,1,0.6192,1,Medium Risk
15874,United Kingdom,34,19,9041.68,475.88,3618,233,517,27.2,4,5,5,Champions,1,VIP,0,0.074,0,Low Risk
15875,United Kingdom,462,1,111.72,111.72,76,18,462,462.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.9197,1,High Risk
15876,United Kingdom,225,2,1449.1399999999999,724.57,886,11,264,132.0,2,3,4,At Risk,3,High-Value,1,0.3685,0,Medium Risk
15878,United Kingdom,378,2,330.77,165.38,243,47,550,275.0,1,3,2,At Risk,2,Mid-Value,1,0.8429,1,High Risk
15879,United Kingdom,220,4,1157.3,289.32,643,171,538,134.5,2,4,4,At Risk,3,High-Value,1,0.602,1,Medium Risk
15880,United Kingdom,185,1,686.5600000000001,686.56,422,95,185,185.0,3,1,3,Potential Loyalist,0,Occasional,1,0.502,1,Medium Risk
15881,United Kingdom,128,5,501.39000000000004,100.28,260,26,180,36.0,3,4,2,Loyal Customers,3,High-Value,1,0.658,1,Medium Risk
15882,United Kingdom,15,8,1491.42,186.43,790,48,545,68.1,5,5,4,Champions,3,High-Value,1,0.2338,0,Low Risk
15884,United Kingdom,248,2,249.70000000000002,124.85,158,14,552,276.0,2,3,1,At Risk,0,Occasional,1,0.6398,1,Medium Risk
15885,United Kingdom,200,12,1572.47,131.04,511,68,504,42.0,2,5,4,At Risk,3,High-Value,0,0.5379,1,Medium Risk
15886,United Kingdom,233,3,871.78,290.59,520,47,414,138.0,2,3,3,At Risk,3,High-Value,0,0.5193,1,Medium Risk
15887,United Kingdom,223,3,1027.15,342.38,605,27,372,124.0,2,3,3,At Risk,3,High-Value,1,0.4339,0,Medium Risk
15888,United Kingdom,217,2,260.85,130.43,63,24,343,171.5,2,3,1,At Risk,0,Occasional,0,0.7202,1,High Risk
15889,United Kingdom,185,7,1649.28,235.61,914,236,546,78.0,3,5,4,Loyal Customers,3,High-Value,0,0.2392,0,Low Risk
15890,United Kingdom,211,5,535.65,107.13,119,10,421,84.2,2,4,2,At Risk,3,High-Value,1,0.7682,1,High Risk
15891,United Kingdom,43,1,521.97,521.97,441,59,43,43.0,4,1,2,New Customers,0,Occasional,1,0.2837,0,Low Risk
15892,United Kingdom,485,1,128.2,128.2,46,38,485,485.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.8945,1,High Risk
15893,United Kingdom,298,1,305.28000000000003,305.28,288,1,298,298.0,1,1,2,Hibernating / Lost,2,Mid-Value,1,0.7547,1,High Risk
15894,United Kingdom,69,2,418.99,209.5,281,34,185,92.5,4,3,2,Loyal Customers,0,Occasional,1,0.553,1,Medium Risk
15897,United Kingdom,10,2,222.05,111.02,261,17,10,5.0,5,3,1,Loyal Customers,0,Occasional,1,0.2977,0,Low Risk
15898,United Kingdom,43,24,5206.67,216.94,2269,279,544,22.7,4,5,5,Champions,1,VIP,0,0.0223,0,Low Risk
15899,United Kingdom,185,1,112.5,112.5,78,4,185,185.0,3,1,1,Potential Loyalist,0,Occasional,1,0.7862,1,High Risk
15900,United Kingdom,230,3,549.29,183.1,440,68,379,126.3,2,3,3,At Risk,0,Occasional,0,0.4783,0,Medium Risk
15901,United Kingdom,267,3,321.49,107.16,316,48,360,120.0,2,3,2,At Risk,0,Occasional,0,0.6015,1,Medium Risk
15902,United Kingdom,196,1,145.01,145.01,124,18,196,196.0,3,1,1,Potential Loyalist,0,Occasional,1,0.8478,1,High Risk
15903,United Kingdom,44,7,4454.72,636.39,2192,39,511,73.0,4,5,5,Champions,1,VIP,0,0.2215,0,Low Risk
15905,United Kingdom,359,1,114.69,114.69,82,22,359,359.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.8651,1,High Risk
15906,United Kingdom,36,6,1671.1100000000001,278.52,432,84,267,44.5,4,4,4,Champions,3,High-Value,0,0.189,0,Low Risk
15907,United Kingdom,26,1,251.18,251.18,157,46,26,26.0,5,1,1,New Customers,0,Occasional,0,0.2407,0,Low Risk
15908,United Kingdom,307,2,764.57,382.28,174,37,328,164.0,1,3,3,At Risk,2,Mid-Value,1,0.6405,1,Medium Risk
15910,United Kingdom,23,11,2000.23,181.84,1587,322,504,45.8,5,5,4,Champions,1,VIP,0,0.0944,0,Low Risk
15911,United Kingdom,440,8,1685.89,210.74,785,161,546,68.2,1,5,4,At Risk,2,Mid-Value,1,0.5926,1,Medium Risk
15912,United Kingdom,49,8,951.57,118.95,640,77,545,68.1,4,5,3,Champions,3,High-Value,0,0.3197,0,Low Risk
15913,United Kingdom,350,1,6.300000000000001,6.3,3,1,350,350.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.7565,1,High Risk
15914,United Kingdom,194,2,205.99,103.0,149,13,194,97.0,3,3,1,Loyal Customers,0,Occasional,1,0.639,1,Medium Risk
15915,United Kingdom,218,1,429.0,429.0,450,104,218,218.0,2,1,2,Hibernating / Lost,0,Occasional,1,0.5625,1,Medium Risk
15916,United Kingdom,8,10,2747.61,274.76,1341,178,545,54.5,5,5,5,Champions,1,VIP,0,0.0989,0,Low Risk
15917,United Kingdom,64,5,560.63,112.13,263,127,553,110.6,4,4,3,Champions,3,High-Value,1,0.3504,0,Medium Risk
15918,United Kingdom,7,3,582.88,194.29,240,49,448,149.3,5,3,3,Loyal Customers,3,High-Value,1,0.5639,1,Medium Risk
15919,United Kingdom,185,1,541.44,541.44,484,38,185,185.0,3,1,2,Potential Loyalist,0,Occasional,0,0.5083,1,Medium Risk
15920,United Kingdom,240,5,404.14,80.83,141,42,541,108.2,2,4,2,At Risk,3,High-Value,0,0.5917,1,Medium Risk
15921,United Kingdom,213,3,456.43,152.14,174,51,457,152.3,2,3,2,At Risk,0,Occasional,0,0.5455,1,Medium Risk
15922,United Kingdom,189,1,739.0,739.0,276,11,189,189.0,3,1,3,Potential Loyalist,0,Occasional,1,0.737,1,High Risk
15923,United Kingdom,189,1,254.16,254.16,244,21,189,189.0,3,1,1,Potential Loyalist,0,Occasional,1,0.7645,1,High Risk
15924,United Kingdom,547,1,102.82,102.82,103,14,547,547.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.9143,1,High Risk
15925,United Kingdom,10,1,207.15,207.15,93,12,10,10.0,5,1,1,New Customers,0,Occasional,1,0.3577,0,Medium Risk
15926,United Kingdom,358,1,134.44,134.44,155,7,358,358.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.8787,1,High Risk
15927,United Kingdom,463,1,123.39,123.39,69,13,463,463.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.9576,1,High Risk
15928,United Kingdom,472,1,293.53,293.53,164,11,472,472.0,1,1,2,Hibernating / Lost,2,Mid-Value,1,0.9595,1,High Risk
15929,United Kingdom,460,1,594.0,594.0,120,1,460,460.0,1,1,3,Hibernating / Lost,2,Mid-Value,1,0.8286,1,High Risk
15931,United Kingdom,244,1,239.9,239.9,118,14,244,244.0,2,1,1,Hibernating / Lost,0,Occasional,1,0.7001,1,High Risk
15932,United Kingdom,31,4,1273.25,318.31,879,44,105,26.2,4,4,4,Champions,3,High-Value,0,0.1406,0,Low Risk
15934,United Kingdom,234,2,2190.66,1095.33,2166,29,246,123.0,2,3,4,At Risk,3,High-Value,1,0.3931,0,Medium Risk
15935,United Kingdom,55,1,108.03999999999999,108.04,114,11,55,55.0,4,1,1,New Customers,0,Occasional,1,0.6987,1,High Risk
15936,United Kingdom,195,2,282.79,141.4,211,16,284,142.0,3,3,2,Loyal Customers,0,Occasional,1,0.6381,1,Medium Risk
15938,United Kingdom,17,8,665.53,83.19,401,24,373,46.6,5,5,3,Champions,3,High-Value,0,0.4197,0,Medium Risk
15939,United Kingdom,12,9,7522.18,835.8,5233,50,191,21.2,5,5,5,Champions,1,VIP,0,0.0907,0,Low Risk
15940,United Kingdom,127,1,35.8,35.8,4,1,127,127.0,3,1,1,Potential Loyalist,0,Occasional,1,0.7376,1,High Risk
15941,United Kingdom,453,1,405.0,405.0,60,6,453,453.0,1,1,2,Hibernating / Lost,2,Mid-Value,1,0.8994,1,High Risk
15943,United Kingdom,466,2,271.28999999999996,135.64,183,12,494,247.0,1,3,2,At Risk,2,Mid-Value,1,0.8676,1,High Risk
15944,United Kingdom,93,4,2164.24,541.06,859,25,542,135.5,3,4,4,Loyal Customers,3,High-Value,1,0.5072,1,Medium Risk
15945,United Kingdom,181,4,827.27,206.82,397,24,554,138.5,3,4,3,Loyal Customers,3,High-Value,1,0.5033,1,Medium Risk
15946,United Kingdom,319,3,2304.18,768.06,1614,25,450,150.0,1,3,4,At Risk,3,High-Value,1,0.644,1,Medium Risk
15948,United Kingdom,241,1,553.85,553.85,285,35,241,241.0,2,1,3,Hibernating / Lost,0,Occasional,0,0.6972,1,High Risk
15950,United Kingdom,176,7,5844.02,834.86,2790,194,499,71.3,3,5,5,Loyal Customers,3,High-Value,0,0.3224,0,Low Risk
15951,United Kingdom,102,2,680.12,340.06,281,35,197,98.5,3,3,3,Loyal Customers,0,Occasional,0,0.4322,0,Medium Risk
15952,United Kingdom,41,1,232.65,232.65,123,14,41,41.0,4,1,1,New Customers,0,Occasional,0,0.4207,0,Medium Risk
15953,United Kingdom,28,14,2836.31,202.59,1411,69,552,39.4,5,5,5,Champions,1,VIP,0,0.0794,0,Low Risk
15954,United Kingdom,405,1,187.8,187.8,118,19,405,405.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.949,1,High Risk
15955,United Kingdom,20,11,5687.72,517.07,2668,130,470,42.7,5,5,5,Champions,1,VIP,0,0.0739,0,Low Risk
15956,United Kingdom,367,2,617.6,308.8,278,18,543,271.5,1,3,3,At Risk,2,Mid-Value,1,0.6662,1,High Risk
15957,United Kingdom,237,2,501.21,250.6,247,88,237,118.5,2,3,2,At Risk,0,Occasional,0,0.6897,1,High Risk
15958,United Kingdom,220,3,388.64,129.55,131,45,367,122.3,2,3,2,At Risk,0,Occasional,0,0.7225,1,High Risk
15959,United Kingdom,498,3,579.49,193.16,282,58,498,166.0,1,3,3,At Risk,2,Mid-Value,1,0.652,1,Medium Risk
15960,United Kingdom,190,4,410.95,102.74,258,24,251,62.8,3,4,2,Loyal Customers,0,Occasional,1,0.7287,1,High Risk
15961,United Kingdom,195,1,451.28999999999996,451.29,154,42,195,195.0,3,1,2,Potential Loyalist,0,Occasional,1,0.8278,1,High Risk
15962,United Kingdom,265,1,295.83,295.83,235,43,265,265.0,2,1,2,Hibernating / Lost,0,Occasional,1,0.5583,1,Medium Risk
15964,United Kingdom,479,1,272.96000000000004,272.96,94,20,479,479.0,1,1,2,Hibernating / Lost,2,Mid-Value,1,0.8458,1,High Risk
15965,United Kingdom,183,10,2323.64,232.36,1054,144,553,55.3,3,5,4,Loyal Customers,3,High-Value,0,0.2765,0,Low Risk
15966,United Kingdom,267,1,426.53000000000003,426.53,275,27,267,267.0,2,1,2,Hibernating / Lost,0,Occasional,1,0.6429,1,Medium Risk
15967,United Kingdom,135,11,2796.57,254.23,1055,290,554,50.4,3,5,5,Loyal Customers,1,VIP,0,0.2072,0,Low Risk
15968,United Kingdom,204,1,415.3,415.3,248,69,204,204.0,2,1,2,Hibernating / Lost,0,Occasional,1,0.6236,1,Medium Risk
15969,United Kingdom,2,3,769.65,256.55,143,23,338,112.7,5,3,3,Loyal Customers,3,High-Value,0,0.4543,0,Medium Risk
15970,United Kingdom,120,2,1017.32,508.66,498,19,415,207.5,3,3,3,Loyal Customers,3,High-Value,1,0.6268,1,Medium Risk
15971,United Kingdom,58,10,2784.1800000000003,278.42,1060,8,548,54.8,4,5,5,Champions,1,VIP,0,0.1072,0,Low Risk
15972,United Kingdom,272,5,1810.27,362.05,480,104,416,83.2,2,4,4,At Risk,3,High-Value,1,0.5242,1,Medium Risk
15973,United Kingdom,183,2,973.44,486.72,300,7,245,122.5,3,3,3,Loyal Customers,0,Occasional,1,0.6306,1,Medium Risk
15974,United Kingdom,0,4,2054.85,513.71,1300,90,105,26.2,5,4,4,Champions,3,High-Value,0,0.1437,0,Low Risk
15976,United Kingdom,36,5,1511.59,302.32,917,239,367,73.4,4,4,4,Champions,3,High-Value,0,0.1871,0,Low Risk
15978,United Kingdom,248,2,2180.64,1090.32,1556,72,460,230.0,2,3,4,At Risk,3,High-Value,0,0.6373,1,Medium Risk
15979,United Kingdom,419,1,329.22,329.22,450,22,419,419.0,1,1,2,Hibernating / Lost,2,Mid-Value,1,0.9356,1,High Risk
15980,United Kingdom,70,5,4955.0,991.0,3894,83,372,74.4,4,4,5,Champions,3,High-Value,0,0.239,0,Low Risk
15981,United Kingdom,27,17,7576.49,445.68,3817,124,437,25.7,5,5,5,Champions,1,VIP,0,0.0143,0,Low Risk
15982,United Kingdom,421,1,324.51,324.51,131,45,421,421.0,1,1,2,Hibernating / Lost,2,Mid-Value,1,0.8723,1,High Risk
15983,United Kingdom,177,7,3632.07,518.87,2258,117,549,78.4,3,5,5,Loyal Customers,3,High-Value,0,0.2861,0,Low Risk
15984,United Kingdom,49,25,6703.73,268.15,4600,318,554,22.2,4,5,5,Champions,1,VIP,0,0.0083,0,Low Risk
15985,United Kingdom,53,6,2472.44,412.07,2542,48,377,62.8,4,4,4,Champions,3,High-Value,0,0.1101,0,Low Risk
15986,United Kingdom,198,1,186.3,186.3,100,11,198,198.0,3,1,1,Potential Loyalist,0,Occasional,0,0.8361,1,High Risk
15987,United Kingdom,16,5,746.9300000000001,149.39,1237,50,195,39.0,5,4,3,Champions,3,High-Value,0,0.2835,0,Low Risk
15988,United Kingdom,368,2,609.5600000000001,304.78,303,92,473,236.5,1,3,3,At Risk,2,Mid-Value,0,0.6929,1,High Risk
15989,United Kingdom,192,2,372.51,186.26,171,81,553,276.5,3,3,2,Loyal Customers,0,Occasional,1,0.5659,1,Medium Risk
15990,United Kingdom,103,6,1619.31,269.88,818,95,466,77.7,3,4,4,Loyal Customers,3,High-Value,0,0.2465,0,Low Risk
15991,United Kingdom,350,1,150.55,150.55,41,6,350,350.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.9186,1,High Risk
15992,United Kingdom,212,2,854.61,427.3,497,51,270,135.0,2,3,3,At Risk,0,Occasional,0,0.5768,1,Medium Risk
15994,United Kingdom,228,2,775.11,387.56,292,69,452,226.0,2,3,3,At Risk,0,Occasional,0,0.6905,1,High Risk
15995,United Kingdom,230,1,696.19,696.19,353,108,230,230.0,2,1,3,Hibernating / Lost,0,Occasional,1,0.5395,1,Medium Risk
15996,United Kingdom,80,4,1281.49,320.37,623,104,213,53.2,4,4,4,Champions,3,High-Value,0,0.1997,0,Low Risk
15998,United Kingdom,79,13,7000.59,538.51,4440,596,555,42.7,4,5,5,Champions,1,VIP,0,0.11,0,Low Risk
15999,United Kingdom,552,1,20.4,20.4,24,1,552,552.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.9138,1,High Risk
16001,United Kingdom,197,1,583.39,583.39,337,29,197,197.0,3,1,3,Potential Loyalist,0,Occasional,1,0.6932,1,High Risk
16002,United Kingdom,441,1,169.21,169.21,70,42,441,441.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.824,1,High Risk
16003,United Kingdom,176,6,4059.46,676.58,1209,102,552,92.0,3,4,5,Loyal Customers,3,High-Value,0,0.3353,0,Medium Risk
16004,United Kingdom,291,5,2146.39,429.28,1076,63,499,99.8,1,4,4,At Risk,3,High-Value,1,0.5447,1,Medium Risk
16005,United Kingdom,87,7,1998.0,285.43,1090,211,266,38.0,4,5,4,Champions,3,High-Value,0,0.0827,0,Low Risk
16006,United Kingdom,27,2,347.17,173.58,211,75,204,102.0,5,3,2,Loyal Customers,0,Occasional,1,0.3798,0,Medium Risk
16007,United Kingdom,31,4,1742.95,435.74,1670,230,359,89.8,4,4,4,Champions,3,High-Value,0,0.1625,0,Low Risk
16008,United Kingdom,21,13,5044.5,388.04,3025,58,447,34.4,5,5,5,Champions,1,VIP,0,0.0224,0,Low Risk
16010,United Kingdom,62,11,1724.06,156.73,931,122,228,20.7,4,5,4,Champions,1,VIP,1,0.0801,0,Low Risk
16011,United Kingdom,0,20,3744.46,187.22,2235,155,555,27.8,5,5,5,Champions,1,VIP,0,0.0305,0,Low Risk
16012,United Kingdom,217,2,1574.5,787.25,967,138,346,173.0,2,3,4,At Risk,3,High-Value,0,0.4036,0,Medium Risk
16013,United Kingdom,0,60,33117.159999999996,551.95,15284,35,548,9.1,5,5,5,Champions,1,VIP,0,0.0439,0,Low Risk
16014,United Kingdom,107,3,730.82,243.61,319,168,494,164.7,3,3,3,Loyal Customers,3,High-Value,0,0.4546,0,Medium Risk
16016,United Kingdom,12,7,1842.75,263.25,750,127,218,31.1,5,5,4,Champions,3,High-Value,0,0.0783,0,Low Risk
16017,United Kingdom,233,4,1341.95,335.49,538,81,520,130.0,2,4,4,At Risk,3,High-Value,0,0.6124,1,Medium Risk
16018,United Kingdom,212,2,289.23,144.62,313,26,548,274.0,2,3,2,At Risk,0,Occasional,0,0.6377,1,Medium Risk
16019,United Kingdom,48,24,16169.11,673.71,6127,192,541,22.5,4,5,5,Champions,1,VIP,0,0.0177,0,Low Risk
16021,United Kingdom,211,2,532.25,266.12,297,117,361,180.5,2,3,2,At Risk,0,Occasional,1,0.4905,0,Medium Risk
16022,United Kingdom,76,1,628.28,628.28,261,68,76,76.0,4,1,3,New Customers,0,Occasional,1,0.4819,0,Medium Risk
16023,United Kingdom,8,2,500.69,250.34,227,59,82,41.0,5,3,2,Loyal Customers,0,Occasional,0,0.3622,0,Medium Risk
16024,United Kingdom,228,2,232.96,116.48,107,21,228,114.0,2,3,1,At Risk,0,Occasional,0,0.7188,1,High Risk
16027,United Kingdom,35,12,1630.41,135.87,1462,14,516,43.0,4,5,4,Champions,1,VIP,0,0.1865,0,Low Risk
16028,United Kingdom,412,1,82.2,82.2,18,5,412,412.0,1,1,1,Hibernating / Lost,2,Mid-Value,1,0.8631,1,High Risk
16029,United Kingdom,3,73,69429.81,951.09,33183,38,548,7.5,5,5,5,Champions,1,VIP,0,0.0804,0,Low Risk
16030,United Kingdom,126,1,331.24,331.24,283,28,126,126.0,3,1,2,Potential Loyalist,0,Occasional,1,0.7513,1,High Risk
16031,United Kingdom,63,1,305.63,305.63,219,39,63,63.0,4,1,2,New Customers,0,Occasional,0,0.5032,1,Medium Risk
16032,United Kingdom,272,6,1970.45,328.41,1480,130,339,56.5,2,4,4,At Risk,3,High-Value,1,0.5471,1,Medium Risk
